,枠番,年齢,体重,平均ST,全国-勝率,全国-2連率,全国-3連率,当地-勝率,当地-2連率,当地-3連率,モーター-2連率,モーター-3連率,単勝オッズ,レーサーid,着順
4,5,34,46.0,0.19,3.7,16.22,24.32,0.0,0.0,0.0,33.51,48.65,15.0,5322,6
5,6,19,47.7,,1.36,0.0,0.0,0.0,0.0,0.0,32.0,51.0,18.4,4961,1
0,1,41,52.0,0.11,7.58,61.17,74.76,8.67,73.33,86.67,46.15,65.38,1.1,4459,1
1,2,48,52.8,0.14,6.84,51.59,69.43,7.5,55.26,71.05,42.31,53.85,8.9,4760,6
2,3,28,52.0,0.14,6.39,45.87,58.72,8.3,70.0,90.0,44.44,59.26,6.6,3783,2
3,4,48,52.1,0.12,8.1,72.9,82.24,7.45,68.97,86.21,29.17,45.83,13.3,4445,3
4,5,46,52.0,0.12,8.14,62.39,80.73,8.89,80.56,94.44,29.17,37.5,9.6,4502,5
5,6,36,53.5,0.14,7.26,55.77,72.12,0.0,0.0,0.0,34.62,69.23,40.5,4586,4
0,1,39,46.5,0.14,6.13,48.03,60.63,5.22,33.33,44.44,41.67,66.67,1.0,4611,1
1,2,42,47.6,0.18,4.41,28.42,41.05,4.77,29.59,42.86,32.94,50.59,11.7,4244,5
2,3,23,47.4,0.22,4.88,23.44,45.31,3.4,17.2,23.66,28.57,54.76,13.2,5200,6
3,4,24,47.0,0.18,5.68,36.54,50.96,6.35,43.75,64.58,26.23,40.98,6.2,4286,2
4,5,17,46.5,,1.03,0.0,0.0,0.0,0.0,0.0,43.06,62.5,35.2,3474,3
5,6,22,47.0,0.21,2.56,5.26,15.79,1.67,0.0,11.11,33.33,51.19,15.8,3579,4
0,1,48,52.5,0.14,6.78,45.54,65.35,6.96,51.85,66.67,38.39,52.68,1.2,4042,3
1,2,37,52.0,0.14,6.81,48.36,68.85,7.0,52.63,57.89,29.36,48.62,8.1,3744,6
2,3,31,52.0,0.15,6.73,48.67,66.37,5.76,33.33,48.48,44.74,56.14,5.3,3780,5
3,4,37,52.0,0.16,6.91,52.85,74.8,6.54,53.85,69.23,40.37,52.29,10.5,4566,4
4,5,41,52.0,0.12,6.78,50.0,67.5,7.0,40.0,60.0,31.58,44.21,9.2,3952,1
5,6,44,52.0,0.13,6.78,37.9,61.29,7.61,50.0,66.67,31.07,48.54,55.3,3590,2
0,1,38,52.0,0.12,7.12,52.1,63.87,7.12,47.06,52.94,39.34,57.38,1.3,4074,1
1,2,31,52.0,0.15,6.72,53.85,68.46,6.83,51.43,71.43,28.07,50.88,9.6,3721,6
2,3,47,52.0,0.13,7.25,50.91,67.27,7.41,61.02,79.66,29.55,47.73,9.9,4227,2
3,4,41,52.3,0.15,6.46,49.5,66.34,6.93,58.7,70.65,37.5,51.34,4.7,4019,4
4,5,42,52.0,0.13,7.14,55.79,67.37,6.55,40.48,64.29,35.77,55.77,12.5,4504,5
5,6,33,52.0,0.17,6.55,60.23,65.91,6.2,48.57,62.86,37.86,54.73,11.4,4772,3
0,1,39,52.0,0.13,7.31,54.92,72.13,6.76,50.0,71.74,34.4,55.2,1.0,4324,2
1,2,25,52.0,0.14,7.14,60.0,72.5,6.84,48.0,72.0,39.39,57.58,7.0,5005,3
2,3,41,52.0,0.18,5.94,40.0,60.0,0.0,0.0,0.0,31.85,47.41,19.8,3744,5
3,4,35,51.5,0.18,5.43,36.45,57.01,5.47,35.29,58.82,36.22,51.97,12.3,4686,1
4,5,29,52.3,0.15,6.55,50.0,68.29,5.68,40.0,58.33,47.48,64.03,16.5,3532,4
5,6,31,56.4,0.11,6.28,42.11,65.26,5.35,26.09,39.13,27.91,44.96,49.5,4184,6
0,1,27,46.0,0.18,4.7,27.59,47.13,3.53,12.82,29.49,33.92,48.54,1.4,3518,3
1,2,42,52.4,0.21,3.55,11.9,30.95,1.75,0.0,12.5,37.65,53.53,3.8,4224,1
2,3,59,51.4,0.19,4.48,22.54,39.44,0.0,0.0,0.0,27.44,43.9,10.6,5251,5
3,4,50,47.1,0.21,4.06,16.67,33.33,2.8,0.0,20.0,30.23,51.74,6.4,5165,6
4,5,22,47.3,0.21,2.07,3.45,10.34,1.79,0.0,7.14,34.12,51.76,10.6,5171,4
5,6,36,45.5,,3.74,19.35,29.03,3.22,11.11,33.33,24.1,36.14,19.2,4117,2
0,1,43,52.0,0.14,6.21,45.36,63.92,6.09,47.06,58.82,90.0,90.0,1.0,4035,5
1,2,28,52.1,0.15,5.59,36.99,56.16,4.83,33.33,50.0,0.0,0.0,10.0,4930,4
2,3,30,50.5,0.2,6.38,46.3,65.74,6.09,40.0,62.22,28.57,61.9,8.4,4193,2
3,4,29,52.0,0.16,5.49,38.14,54.64,5.5,34.62,61.54,55.0,65.0,26.8,3590,3
4,5,40,51.5,0.13,5.16,33.98,47.57,6.6,40.0,50.0,0.0,21.05,53.7,4902,6
5,6,54,51.5,0.16,7.52,50.0,72.41,7.24,55.88,64.71,63.16,73.68,13.4,5115,1
0,1,46,52.2,0.15,6.77,49.54,65.14,6.58,43.64,61.82,31.2,48.8,1.5,4013,1
1,2,36,52.0,0.13,6.76,49.04,66.35,6.94,53.13,75.0,35.04,52.99,6.1,4256,5
2,3,46,56.4,0.14,6.02,34.52,41.67,4.72,24.0,44.0,48.0,60.8,5.4,4850,2
3,4,36,52.1,0.15,6.53,43.21,60.49,0.0,0.0,0.0,32.14,45.71,10.2,4427,3
4,5,48,53.9,0.15,6.99,53.38,66.92,6.25,25.0,37.5,33.33,52.27,5.3,4361,4
5,6,40,54.6,0.16,6.74,52.14,70.09,6.17,40.0,63.33,34.11,45.74,16.5,4757,6
0,1,42,52.2,0.12,7.0,50.0,60.64,6.2,40.0,60.0,30.63,46.88,1.2,3590,2
1,2,47,51.5,0.14,6.84,40.83,65.0,7.42,50.0,87.5,29.14,43.05,8.2,4914,4
2,3,41,47.0,0.17,7.66,58.59,79.69,7.11,61.7,74.47,33.13,46.88,7.4,4524,1
3,4,46,50.5,0.13,6.05,26.79,50.0,6.04,26.92,42.31,30.57,49.04,8.0,4848,5
4,5,27,52.0,0.13,6.39,43.62,59.57,7.26,51.06,68.09,34.84,54.19,14.3,4500,6
5,6,51,53.4,0.13,6.48,32.63,51.58,8.07,42.86,64.29,33.99,47.71,17.4,3959,3
0,1,21,46.5,0.16,5.56,38.27,54.32,3.57,14.29,28.57,21.19,37.75,1.6,4530,1
1,2,31,47.0,0.19,3.47,9.72,25.0,0.0,0.0,0.0,40.49,60.74,3.3,4791,2
2,3,27,47.0,0.19,3.51,16.44,26.03,1.43,0.0,0.0,32.48,50.32,10.4,5230,6
3,4,38,48.1,0.14,5.95,38.64,59.09,5.0,14.29,71.43,47.83,64.6,4.1,3289,3
4,5,30,48.2,0.17,5.04,28.0,52.0,0.0,0.0,0.0,35.53,49.34,20.9,5003,4
5,6,24,46.5,0.19,2.8,4.92,19.67,1.8,5.0,7.5,40.37,61.49,17.2,4844,5
0,1,45,52.0,0.12,8.21,62.5,77.5,8.53,70.59,76.47,31.84,45.77,1.0,4290,2
1,2,33,52.0,0.14,6.8,46.88,68.75,6.82,53.23,70.16,36.49,54.03,19.4,4166,3
2,3,34,52.3,0.15,6.96,52.85,69.11,6.11,33.33,50.0,30.48,47.62,34.7,3719,4
3,4,40,51.0,0.12,6.68,45.92,68.37,7.04,55.95,66.67,40.61,56.77,21.1,3744,6
4,5,28,53.6,0.13,7.17,42.03,62.32,7.64,45.45,72.73,31.13,47.17,44.1,4545,5
5,6,36,51.5,0.13,7.57,57.94,82.24,7.89,55.56,66.67,33.82,49.76,37.3,4685,1
0,1,42,52.4,0.14,6.74,44.63,59.5,6.71,40.82,61.22,26.32,42.11,1.3,3908,1
1,2,36,54.2,0.14,6.75,47.17,63.21,7.94,47.06,70.59,28.95,55.26,16.3,3415,3
2,3,34,52.0,0.13,6.85,45.52,66.42,7.83,66.67,77.08,25.58,32.56,13.7,4013,2
3,4,39,52.0,0.11,8.1,61.29,76.34,0.0,0.0,0.0,47.06,55.88,2.5,4337,5
4,5,46,55.0,0.15,6.55,43.27,61.54,6.96,38.46,65.38,35.71,45.24,20.9,4939,4
5,6,45,52.0,0.12,6.76,47.95,65.75,5.9,40.0,60.0,29.41,41.18,36.1,3783,6
0,1,48,52.0,0.15,7.61,56.14,69.3,6.89,22.22,66.67,43.75,68.75,1.1,3874,6
1,2,45,54.0,0.14,6.61,41.74,65.22,7.68,64.71,79.41,37.5,50.0,6.9,3811,5
2,3,46,52.0,0.15,7.27,47.96,63.27,7.13,25.0,62.5,33.33,33.33,5.5,3783,1
3,4,55,46.0,0.17,6.66,50.37,66.67,6.38,25.0,50.0,42.86,57.14,16.5,4030,3
4,5,57,52.1,0.14,6.36,48.18,63.64,5.43,42.86,57.14,42.86,42.86,13.2,3743,2
5,6,51,52.0,0.14,6.37,42.61,63.48,6.29,28.57,57.14,40.0,60.0,33.0,3845,4
0,1,49,52.0,0.13,5.89,33.7,45.65,6.78,33.33,66.67,32.05,52.56,1.1,4337,2
1,2,36,52.0,0.16,7.46,61.62,78.79,8.4,77.5,90.0,31.21,45.22,4.5,4514,1
2,3,39,52.0,0.14,6.55,48.18,66.36,7.11,66.67,66.67,34.23,49.66,10.2,4398,5
3,4,40,52.0,0.15,7.08,54.17,76.67,6.4,46.67,60.0,34.23,48.32,13.2,4295,3
4,5,56,52.0,0.16,5.85,43.08,55.38,6.14,44.39,60.43,31.45,50.31,69.3,4776,4
5,6,52,51.0,0.14,7.12,39.82,63.72,8.0,56.25,75.0,33.33,50.98,19.8,4736,6
0,1,43,52.0,0.15,6.32,41.22,64.12,6.33,40.74,66.67,42.06,53.17,1.0,4503,1
1,2,52,52.2,0.13,6.07,44.55,54.46,5.27,30.77,46.15,32.61,52.17,7.3,3713,3
2,3,57,58.3,0.18,5.54,36.46,52.08,7.7,80.0,80.0,33.57,50.71,18.2,4410,6
3,4,34,51.0,0.16,5.04,30.11,46.24,4.58,26.32,36.84,39.39,52.27,11.3,4120,2
4,5,23,52.0,0.17,4.5,21.62,40.54,0.0,0.0,0.0,33.33,52.17,27.4,4394,5
5,6,21,52.0,0.15,3.0,6.94,22.22,2.96,7.25,20.29,29.69,49.22,47.0,4520,4
0,1,41,47.0,0.17,7.75,60.68,79.49,8.32,63.16,84.21,41.3,58.7,1.1,4349,1
1,2,31,48.2,0.17,5.83,38.89,58.73,6.25,46.43,71.43,38.18,52.73,6.2,4011,3
2,3,31,48.2,0.21,4.54,19.05,39.68,3.92,24.0,24.0,31.11,46.67,13.4,4387,2
3,4,25,45.5,0.16,2.63,7.14,16.33,1.86,1.28,8.97,38.6,63.16,7.9,3175,4
4,5,22,45.5,0.21,3.21,14.08,22.54,0.0,0.0,0.0,35.42,47.92,36.9,3704,6
5,6,58,47.0,0.15,6.65,49.49,68.69,5.63,34.0,51.0,28.89,42.22,11.3,5297,5
0,1,45,48.5,0.17,4.0,15.38,38.46,4.57,42.86,42.86,28.57,51.02,1.9,3993,1
1,2,28,44.0,0.16,5.73,37.72,53.51,5.05,30.3,45.45,46.0,64.0,7.1,3435,3
2,3,35,55.8,0.2,4.99,22.54,43.66,0.0,0.0,0.0,47.92,56.25,6.9,4884,2
3,4,57,50.2,0.21,3.2,19.51,24.39,4.62,19.23,46.15,29.17,43.75,6.3,4897,4
4,5,35,45.5,0.15,7.04,52.17,66.96,7.08,52.81,65.17,26.53,48.98,2.9,3357,5
5,6,30,46.5,0.13,4.93,31.46,47.19,3.0,0.0,0.0,42.0,68.0,22.5,4400,6
0,1,54,51.5,0.16,7.35,44.74,67.54,6.5,27.78,44.44,36.67,51.11,1.1,4013,2
1,2,35,52.1,0.13,6.93,46.28,61.98,4.14,0.0,28.57,26.53,41.84,9.8,4808,1
2,3,31,52.8,0.15,6.59,49.62,68.42,6.8,46.67,73.33,21.92,35.62,11.5,4787,3
3,4,34,51.0,0.12,7.34,48.67,72.57,6.91,51.16,68.99,28.09,47.19,5.5,3716,5
4,5,34,51.0,0.13,6.61,46.67,60.0,6.69,50.0,69.0,29.9,43.3,12.9,4030,4
5,6,28,52.0,0.14,6.77,43.9,58.54,8.0,68.42,84.21,37.5,62.5,20.7,4441,6
0,1,43,52.0,0.13,6.28,41.86,59.69,6.38,41.67,61.67,41.18,59.48,1.1,4654,1
1,2,25,53.5,0.18,6.32,43.86,65.79,6.33,40.0,67.5,35.81,54.73,10.0,4757,6
2,3,35,52.0,0.15,7.13,49.04,65.38,7.18,52.63,73.68,27.52,41.61,4.7,4003,5
3,4,37,54.2,0.13,6.31,41.0,61.0,6.28,43.33,62.5,35.53,53.29,9.4,3737,2
4,5,39,51.5,0.13,5.78,40.98,57.38,5.91,42.11,56.14,31.45,45.28,150.7,4172,3
5,6,29,52.0,0.14,6.21,43.86,63.16,6.82,54.55,72.73,37.11,58.49,25.1,4793,4
0,1,47,45.5,0.19,5.51,34.21,50.0,6.73,54.55,54.55,42.25,63.38,1.5,5281,2
1,2,50,45.5,0.17,6.35,46.09,62.61,6.6,48.78,65.85,45.0,60.0,2.8,5045,1
2,3,29,47.2,0.17,4.61,20.48,38.55,4.29,28.57,28.57,26.32,48.87,10.5,3618,4
3,4,29,47.0,0.16,6.27,47.25,64.84,0.0,0.0,0.0,30.82,46.54,7.7,4045,6
4,5,33,48.7,0.18,5.77,38.38,64.65,5.11,32.14,53.57,38.13,50.0,11.4,4590,3
5,6,23,47.0,0.16,6.02,42.5,60.83,5.8,40.0,60.0,29.19,47.2,23.9,5019,5
0,1,39,48.5,0.15,5.11,30.99,53.52,5.8,40.0,40.0,34.74,46.32,1.6,4014,2
1,2,44,47.9,0.19,5.77,41.77,60.76,5.74,37.68,60.87,32.18,50.57,2.7,4611,1
2,3,53,47.0,0.21,4.11,16.67,33.33,4.56,22.22,44.44,31.63,51.02,14.6,4974,3
3,4,30,45.0,0.19,4.85,25.77,48.45,5.67,16.67,66.67,31.63,46.94,13.7,4738,4
4,5,34,47.6,0.16,5.93,43.16,56.84,5.48,38.1,52.38,33.72,54.65,4.8,5358,6
5,6,22,46.0,0.19,2.84,8.82,17.65,0.0,0.0,0.0,35.71,53.06,46.8,5140,5
0,1,43,47.0,0.16,7.34,62.14,71.84,6.44,44.44,55.56,27.97,44.76,1.1,5121,1
1,2,33,47.0,0.14,6.05,43.4,59.43,0.0,0.0,0.0,30.28,44.37,6.7,4350,2
2,3,58,47.0,0.15,6.88,52.21,72.57,6.71,47.62,66.67,28.47,45.14,8.3,4524,6
3,4,33,46.5,0.15,6.28,44.0,66.0,6.0,42.11,57.89,28.08,45.89,12.8,3897,4
4,5,45,46.0,0.16,6.11,37.72,63.16,5.82,45.45,54.55,31.85,54.07,16.0,4459,5
5,6,42,47.0,0.17,6.98,58.04,74.11,6.83,51.72,68.97,33.09,47.48,20.2,4851,3
0,1,42,52.6,0.15,6.63,41.58,57.43,9.06,64.71,82.35,30.77,52.31,1.6,5121,1
1,2,38,52.0,0.16,6.98,51.04,75.0,0.0,0.0,0.0,45.31,60.94,3.6,4566,3
2,3,42,51.5,0.16,5.57,38.1,60.32,5.66,39.33,55.06,35.14,45.95,22.5,4762,5
3,4,28,52.0,0.14,7.16,50.49,71.84,6.48,39.39,57.58,40.54,58.11,8.2,3960,2
4,5,28,51.5,0.14,6.74,45.38,61.34,7.69,56.86,74.51,31.94,40.28,5.9,3719,6
5,6,25,52.0,0.13,6.46,48.33,66.67,3.0,25.0,25.0,32.84,44.78,7.1,4547,4
0,1,23,47.0,0.16,5.91,40.35,57.02,4.6,40.0,40.0,33.77,53.25,1.2,4447,1
1,2,22,47.0,0.17,3.0,8.82,20.59,3.58,13.89,22.22,35.94,51.56,15.5,4853,3
2,3,37,50.8,,2.95,8.11,18.92,1.6,0.0,0.0,37.21,56.98,6.2,4478,2
3,4,47,45.5,0.19,6.07,39.76,55.42,0.0,0.0,0.0,44.93,60.87,4.1,5198,5
4,5,48,47.0,0.22,4.07,20.93,37.21,0.0,0.0,0.0,40.0,54.55,31.1,5297,6
5,6,19,47.6,0.2,2.03,5.97,5.97,0.0,0.0,0.0,32.84,59.7,22.6,3528,4
0,1,55,45.5,0.15,6.44,44.74,63.16,6.17,43.33,66.67,34.59,59.4,1.3,3845,6
1,2,27,47.1,0.17,5.73,38.94,54.87,4.69,31.03,44.83,45.69,60.34,7.8,3618,1
2,3,35,45.5,0.16,5.95,39.47,52.63,6.39,36.73,73.47,29.01,46.56,3.4,4286,2
3,4,38,48.0,0.16,5.37,34.62,55.13,0.0,0.0,0.0,47.42,61.86,11.9,4443,3
4,5,37,48.5,0.2,5.22,27.62,50.48,5.56,40.0,56.0,28.41,53.41,26.8,4536,5
5,6,33,48.4,0.16,5.92,45.76,61.02,4.92,30.77,53.85,40.18,53.57,17.8,4447,4
0,1,37,53.7,0.15,6.36,43.18,65.91,6.2,46.67,53.33,35.07,52.24,1.0,4364,1
1,2,30,53.9,0.17,4.27,16.67,36.36,4.66,17.86,35.71,31.51,43.84,21.7,3653,6
2,3,31,52.0,0.14,5.65,39.78,60.22,5.11,37.14,45.71,42.11,56.14,9.2,4241,2
3,4,38,52.5,0.18,5.42,32.08,58.49,5.93,40.48,61.9,51.38,56.88,19.9,4254,4
4,5,34,52.5,0.16,5.65,37.63,54.84,4.29,25.0,50.0,26.77,46.46,23.9,4457,3
5,6,22,52.0,0.13,6.29,43.75,65.0,0.0,0.0,0.0,31.82,50.0,23.9,5023,5
0,1,38,52.0,0.11,8.4,65.66,79.8,8.04,62.96,81.48,43.38,58.09,1.0,4320,2
1,2,27,52.1,0.13,7.04,52.54,68.64,0.0,0.0,0.0,30.5,44.68,14.7,4190,4
2,3,41,52.3,0.11,7.85,57.26,74.19,6.95,47.62,71.43,42.14,62.86,13.0,3946,6
3,4,33,52.5,0.12,7.3,44.66,59.22,7.64,50.0,68.18,32.65,48.98,22.1,3716,1
4,5,27,52.0,0.14,7.16,51.33,65.49,6.26,34.78,52.17,29.37,51.75,60.6,4371,3
5,6,37,47.0,0.19,6.87,51.69,71.19,7.97,68.97,82.76,41.33,60.67,88.6,4907,5
0,1,46,52.0,0.13,8.11,58.41,79.65,7.28,37.93,55.17,38.46,53.85,1.3,4686,1
1,2,42,52.0,0.12,7.04,51.3,68.7,7.79,58.82,73.53,36.0,48.0,9.5,3959,2
2,3,54,52.0,0.16,7.42,56.25,76.56,6.32,27.27,54.55,25.0,50.0,5.7,4831,3
3,4,40,52.8,0.13,7.0,47.24,65.35,7.06,39.22,56.86,20.83,25.0,8.7,3415,6
4,5,47,53.1,0.14,7.51,56.88,72.48,8.4,64.0,80.0,36.0,56.0,6.7,4337,5
5,6,35,52.0,0.15,7.1,47.86,65.81,8.25,37.5,62.5,32.14,64.29,15.9,4459,4
0,1,29,52.0,0.16,5.94,40.19,65.42,0.0,0.0,0.0,32.28,52.38,1.4,5084,1
1,2,25,52.0,0.14,7.18,56.56,73.77,6.56,44.44,66.67,30.91,48.48,5.6,5141,5
2,3,28,52.0,0.14,7.01,48.59,67.61,6.0,38.89,61.11,38.65,53.99,4.2,4991,2
3,4,28,52.0,0.14,7.15,52.38,69.05,6.57,42.86,64.29,29.45,39.88,7.6,4961,6
4,5,25,52.0,0.14,7.05,56.7,71.13,6.38,50.0,75.0,34.64,51.96,16.2,5037,3
5,6,26,51.5,0.13,6.81,47.87,63.83,7.65,61.54,80.77,43.26,56.74,18.2,4933,3
0,1,41,52.1,0.14,7.04,46.67,61.11,5.0,15.38,38.46,28.91,45.31,1.0,4719,5
1,2,46,54.1,0.15,6.78,46.79,66.97,6.16,21.05,68.42,28.77,45.21,14.5,4504,1
2,3,38,52.0,0.14,6.62,42.86,58.73,6.32,50.0,64.29,32.62,48.23,5.2,4337,2
3,4,34,51.5,0.12,7.33,51.16,75.97,0.0,0.0,0.0,30.08,44.36,11.1,4682,6
4,5,36,52.0,0.17,7.0,53.57,75.89,6.94,54.84,74.19,27.14,42.14,26.6,4266,4
5,6,55,52.0,0.14,7.02,56.31,69.9,6.73,45.45,72.73,29.37,42.66,30.9,4024,3
0,1,29,53.4,0.14,6.76,38.18,58.18,7.18,35.29,58.82,44.12,55.88,1.4,4831,1
1,2,49,52.7,0.12,7.01,49.41,65.88,0.0,0.0,0.0,28.13,53.13,10.2,4168,5
2,3,46,52.0,0.13,8.09,59.54,74.81,7.88,41.18,76.47,45.16,61.29,2.7,4500,2
3,4,39,52.7,0.14,7.2,54.63,66.67,6.98,44.19,62.79,26.47,47.06,11.4,4546,4
4,5,36,52.6,0.13,7.23,57.35,74.26,3.0,0.0,0.0,41.67,61.11,22.3,4586,6
5,6,26,51.0,0.13,6.58,44.55,60.4,8.4,60.0,86.67,24.14,31.03,21.3,3590,3
0,1,37,52.0,0.13,5.22,33.6,48.8,5.33,31.58,51.13,37.89,56.52,1.1,4704,1
1,2,40,58.2,0.18,4.46,24.18,40.66,3.78,16.67,33.33,25.49,38.56,6.1,4159,2
2,3,27,51.5,0.16,4.54,32.38,40.0,4.93,36.59,46.34,29.66,44.14,21.6,4652,3
3,4,31,53.1,0.14,5.75,41.07,57.14,5.89,44.44,66.67,33.56,53.69,6.4,4297,6
4,5,34,51.5,0.13,6.17,42.52,64.57,5.2,29.55,47.73,30.41,40.54,9.8,3959,5
5,6,30,53.7,0.14,5.67,33.33,51.59,6.82,47.06,58.82,28.97,44.83,30.0,4769,4
0,1,37,51.5,0.12,7.44,39.29,70.24,7.95,47.37,73.68,29.32,43.61,1.3,3679,1
1,2,42,46.0,0.19,6.35,43.3,68.04,6.74,49.12,73.68,33.08,48.87,10.9,4851,2
2,3,40,52.0,0.16,7.05,51.35,67.57,5.91,39.13,52.17,36.57,58.21,4.8,3940,5
3,4,38,52.0,0.13,6.46,45.24,66.67,7.23,52.27,75.0,31.25,46.09,5.5,4075,4
4,5,44,54.1,0.17,6.07,38.02,60.33,6.71,53.85,67.95,30.47,46.09,13.5,4528,3
5,6,32,47.0,0.15,6.27,49.51,63.11,7.5,70.0,70.0,42.25,59.86,23.4,4140,6
0,1,42,54.3,0.14,6.48,46.74,68.48,6.39,35.48,67.74,28.57,57.14,1.1,3499,1
1,2,27,52.0,0.16,5.32,37.66,53.25,2.77,7.69,15.38,16.67,16.67,8.8,4457,3
2,3,50,55.4,0.16,5.25,31.0,51.0,5.44,31.82,57.58,0.0,16.67,10.8,5034,6
3,4,24,52.0,0.15,5.8,36.59,57.32,0.0,0.0,0.0,57.14,85.71,4.8,4053,2
4,5,54,53.6,0.19,4.52,20.0,44.44,3.13,0.0,25.0,0.0,28.57,35.2,4578,4
5,6,45,51.0,0.18,4.58,27.68,41.07,4.64,28.38,47.3,28.57,57.14,47.0,4953,5
0,1,36,47.1,0.19,5.37,40.71,52.21,5.02,32.31,52.31,35.27,55.07,1.0,4286,1
1,2,45,46.0,0.21,4.93,28.05,47.56,5.28,36.84,49.12,32.98,50.26,6.5,4893,2
2,3,31,47.3,0.21,4.23,15.48,35.71,0.0,0.0,0.0,38.5,56.5,17.3,4349,4
3,4,22,48.6,0.22,1.28,0.0,2.13,0.0,0.0,0.0,36.0,53.5,27.3,4924,3
4,5,47,45.5,0.19,5.68,35.14,52.7,6.55,50.0,65.0,32.75,50.88,8.3,5297,6
5,6,22,45.0,0.22,4.11,16.46,32.91,1.29,0.0,0.0,30.85,48.94,27.3,3357,5
0,1,36,53.0,0.14,7.27,48.45,68.04,0.0,0.0,0.0,34.62,53.85,1.3,4350,4
1,2,36,52.0,0.13,7.88,66.67,81.16,5.13,25.0,37.5,47.06,64.71,6.4,5121,1
2,3,32,52.6,0.14,7.12,54.63,69.44,0.0,0.0,0.0,50.0,66.67,7.0,4571,6
3,4,53,54.4,0.16,6.34,41.88,60.68,6.25,42.86,64.29,30.77,42.31,7.4,4387,2
4,5,45,52.5,0.11,7.19,52.42,65.32,6.9,70.0,70.0,32.26,54.84,8.0,3721,5
5,6,45,52.7,0.15,7.34,51.24,70.25,0.0,0.0,0.0,28.57,47.62,26.8,3960,3
0,1,37,45.0,0.16,4.7,27.59,45.98,4.81,28.21,44.87,30.26,48.68,1.9,4984,3
1,2,22,46.5,0.2,3.02,10.31,18.56,0.0,0.0,0.0,45.56,60.0,9.3,4283,1
2,3,33,47.0,0.17,5.98,38.68,62.26,4.85,23.08,53.85,37.04,53.09,2.0,4246,5
3,4,37,47.3,0.2,5.29,27.43,51.33,5.57,32.14,46.43,37.35,56.63,8.5,4373,6
4,5,23,48.8,0.18,1.29,0.0,0.0,1.0,0.0,0.0,36.25,55.0,30.3,4819,2
5,6,38,46.5,0.13,5.99,46.81,57.45,4.71,28.57,42.86,31.65,49.37,13.1,4071,4
0,1,49,52.8,0.13,6.4,39.6,51.49,8.23,72.73,77.27,34.55,54.55,1.1,3716,4
1,2,48,51.0,0.15,6.88,46.9,64.6,6.0,21.43,35.71,28.13,42.71,10.0,4734,2
2,3,47,51.0,0.14,6.99,46.23,67.92,6.53,50.0,62.5,36.7,53.21,6.2,4685,3
3,4,37,52.2,0.16,7.06,53.03,74.24,0.0,0.0,0.0,27.08,36.46,6.4,4290,5
4,5,45,52.0,0.16,5.95,41.18,53.92,7.67,55.56,77.78,36.04,51.35,21.0,3941,1
5,6,32,51.5,0.16,6.51,42.96,67.41,6.55,47.5,67.5,40.59,60.4,33.0,4019,6
0,1,49,52.2,0.13,6.62,44.2,62.32,7.2,55.0,65.0,26.74,41.71,1.7,3744,2
1,2,46,52.0,0.12,7.93,59.22,76.7,8.42,70.27,82.43,37.33,53.92,2.4,3159,6
2,3,47,53.4,0.14,7.15,54.12,65.88,7.67,55.56,77.78,31.16,43.26,11.8,4561,6
3,4,39,52.7,0.15,7.02,49.19,70.16,0.0,0.0,0.0,40.91,58.64,4.5,4013,3
4,5,43,52.6,0.13,6.74,45.95,64.86,6.77,58.06,70.97,33.02,46.51,23.9,4739,1
5,6,36,52.0,0.14,6.57,38.61,57.43,7.4,50.0,65.0,32.86,46.01,39.5,4308,4
0,1,50,52.8,0.17,7.06,49.04,72.12,9.63,62.5,100.0,31.3,48.09,1.5,5142,1
1,2,52,52.4,0.18,6.86,53.03,68.18,6.66,44.74,71.05,38.52,50.82,3.3,4608,2
2,3,38,52.0,0.18,5.05,30.48,46.67,4.64,22.73,36.36,35.9,47.86,9.4,4704,3
3,4,25,53.2,0.18,6.38,46.49,63.16,5.0,28.57,53.57,33.83,43.61,6.1,3327,4
4,5,55,51.5,0.14,6.53,50.0,66.67,6.7,50.0,65.0,26.83,47.15,20.3,3556,6
5,6,49,53.0,0.13,6.88,54.69,67.97,6.71,60.71,64.29,32.79,45.9,12.2,4290,5
0,1,54,46.0,0.18,5.6,37.5,57.5,5.8,30.0,70.0,41.28,62.79,1.0,3474,4
1,2,23,52.1,0.17,4.39,26.32,35.79,2.17,0.0,0.0,28.24,45.88,22.5,4450,2
2,3,45,46.5,0.17,5.34,31.33,51.81,5.26,29.03,48.39,39.18,63.16,15.7,4240,1
3,4,38,49.0,0.2,5.66,33.33,58.82,6.29,39.29,67.86,30.59,45.88,19.0,3932,6
4,5,34,47.0,0.21,4.78,28.81,38.98,4.4,26.67,46.67,28.24,48.24,25.8,3302,3
5,6,29,47.9,0.26,4.15,16.39,31.15,2.42,0.0,10.53,34.83,51.12,120.5,5155,5
0,1,45,55.6,0.14,4.95,31.68,46.53,5.68,37.5,42.86,35.29,58.82,1.0,3582,2
1,2,40,55.5,0.17,4.02,19.23,33.65,4.51,25.69,37.61,36.36,54.55,17.0,4903,6
2,3,34,59.6,0.18,5.13,31.4,52.33,4.33,22.22,33.33,10.0,30.0,19.1,4036,1
3,4,36,55.0,0.16,4.98,28.87,50.52,6.24,47.62,66.67,60.0,80.0,6.6,4954,4
4,5,28,54.7,0.14,4.26,23.26,36.05,5.35,20.0,60.0,0.0,0.0,13.9,4630,3
